Merk,Engine-Size,Cylinders,Fuel-Type,Fuel-Consumption-City,Fuel-Consumption-Hwy,Fuel-Consumption-Comb,
Subaru,2.00,4.00,X,10.10,7.50,8.90,
Subaru,2.00,4.00,X,8.40,6.60,7.60,
Subaru,2.00,4.00,X,10.10,7.70,9.00,
Subaru,2.50,4.00,X,9.30,7.00,8.20,
Subaru,3.60,6.00,X,11.90,8.30,10.30,
Subaru,2.50,4.00,X,9.40,7.30,8.50,
Subaru,3.60,6.00,X,12.00,8.70,10.50,
Subaru,2.00,4.00,Z,12.60,9.60,11.20,
Subaru,2.00,4.00,Z,11.30,8.50,10.00,
Subaru,2.50,4.00,Z,14.30,10.70,12.70,
Toyota,4.00,6.00,X,14.30,11.90,13.20,
Toyota,4.00,6.00,X,14.30,11.90,13.20,
Toyota,2.00,4.00,Z,9.90,7.30,8.70,
Toyota,2.00,4.00,Z,11.30,8.30,9.90,
Toyota,3.50,6.00,X,10.90,7.60,9.40,
Toyota,2.50,4.00,X,8.10,5.70,6.90,
Toyota,2.50,4.00,X,8.40,6.10,7.40,
Toyota,2.50,4.00,X,8.50,6.20,7.50,
Toyota,3.50,6.00,X,10.50,7.10,9.00,
Toyota,3.50,6.00,X,10.70,7.40,9.20,
Toyota,2.50,4.00,X,4.90,4.80,4.90,
Toyota,2.50,4.00,X,5.30,5.00,5.10,
Toyota,2.00,4.00,X,8.70,7.50,8.20,
Toyota,1.80,4.00,X,8.30,6.50,7.50,
Toyota,1.80,4.00,X,8.30,6.70,7.60,
Toyota,1.80,4.00,X,8.50,6.60,7.60,
Toyota,1.80,4.00,X,7.80,5.90,6.90,
Toyota,2.00,4.00,X,7.50,5.80,6.70,
Toyota,2.00,4.00,X,8.40,6.30,7.50,
Toyota,3.50,6.00,X,11.80,8.70,10.30,
Toyota,3.50,6.00,X,12.10,9.00,10.60,
Toyota,3.50,6.00,X,12.00,8.90,10.60,
Toyota,3.50,6.00,X,11.70,8.80,10.40,
Toyota,3.50,6.00,X,8.10,8.50,8.30,
Toyota,1.80,4.00,X,4.40,4.60,4.40,
Toyota,1.80,4.00,X,4.50,4.90,4.70,
Toyota,1.50,4.00,X,4.90,5.50,5.10,
Toyota,2.50,4.00,X,8.80,6.70,7.80,
Toyota,2.50,4.00,X,9.20,7.10,8.30,
Toyota,2.50,4.00,X,5.80,6.30,6.00,
Toyota,5.70,8.00,X,18.40,13.80,16.40,
Toyota,3.50,6.00,X,12.40,8.90,10.80,
Toyota,3.50,6.00,X,13.40,9.60,11.70,
Toyota,2.70,4.00,X,12.10,10.10,11.20,
Toyota,2.70,4.00,X,12.70,10.60,11.70,
Toyota,3.50,6.00,X,13.00,10.50,11.90,
Toyota,3.50,6.00,X,13.80,11.40,12.70,
Toyota,3.50,6.00,X,13.80,11.70,12.90,
Toyota,5.70,8.00,X,17.70,13.60,15.90,
Toyota,4.60,8.00,X,16.80,13.10,14.90,
Toyota,5.70,8.00,X,18.00,14.10,16.30,
Toyota,1.50,4.00,X,7.30,5.80,6.60,
Toyota,1.50,4.00,X,7.80,6.00,6.80,
Toyota,1.50,4.00,X,7.90,6.80,7.40,
Toyota,1.50,4.00,X,7.80,6.50,7.20,
Volkswagen,2.00,4.00,Z,12.00,8.60,10.40,
Volkswagen,2.00,4.00,X,11.60,9.10,10.50,
Volkswagen,3.60,6.00,X,13.80,10.20,12.20,
Volkswagen,2.00,4.00,X,9.00,7.10,8.20,
Volkswagen,2.00,4.00,X,9.00,7.10,8.20,
Volkswagen,1.40,4.00,X,8.10,6.40,7.40,
Volkswagen,1.40,4.00,X,8.20,6.30,7.40,
Volkswagen,2.00,4.00,X,9.60,7.50,8.60,
Volkswagen,2.00,4.00,X,9.80,7.30,8.70,
Volkswagen,2.00,4.00,Z,10.20,7.90,9.20,
Volkswagen,2.00,4.00,Z,11.40,8.20,9.90,
Volkswagen,1.80,4.00,X,10.70,8.00,9.40,
Volkswagen,1.80,4.00,X,11.10,7.80,9.60,
Volkswagen,1.40,4.00,X,8.60,6.50,7.60,
Volkswagen,1.40,4.00,X,8.20,6.30,7.40,
Volkswagen,1.80,4.00,X,10.80,8.10,9.60,
Volkswagen,1.80,4.00,X,10.80,7.60,9.30,
Volkswagen,1.40,4.00,X,7.80,5.90,7.00,
Volkswagen,1.40,4.00,X,7.90,5.90,7.00,
Volkswagen,2.00,4.00,X,9.30,7.20,8.40,
Volkswagen,2.00,4.00,X,9.60,7.30,8.50,
Volkswagen,2.00,4.00,X,9.30,6.50,8.10,
Volkswagen,2.00,4.00,X,10.70,8.00,9.50,
Volkswagen,2.00,4.00,X,11.10,8.10,9.80,
Volvo,2.00,4.00,Z,9.90,6.60,8.40,
Volvo,2.00,4.00,Z,11.10,7.30,9.40,
Volvo,2.00,4.00,Z,10.60,7.40,9.20,
Volvo,2.00,4.00,Z,11.10,7.30,9.40,
Volvo,2.00,4.00,Z,9.90,6.60,8.40,
Volvo,2.00,4.00,Z,11.10,7.30,9.40,
Volvo,2.00,4.00,Z,10.80,7.60,9.30,
Volvo,2.00,4.00,Z,11.10,7.30,9.40,
Volvo,2.00,4.00,Z,11.60,8.10,10.00,
Volvo,2.00,4.00,Z,10.30,7.50,9.00,
Volvo,2.00,4.00,Z,11.30,8.50,10.00,
Volvo,2.00,4.00,Z,11.80,8.60,10.40,
Volvo,2.00,4.00,Z,11.30,8.50,10.00,
Volvo,2.00,4.00,Z,12.10,8.90,10.70,
